นิติบุคคลจัดตั้งเดือนมิถุนายน  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
332 ,0105558094680,บจ.ยามาโตะ สเกล (ไทยแลนด์) จำกัด,11/6/2558," 2,000,000 ",บริการออกแบบผลิต จำหน่าย ติดตั้งซ่อมแซมบำรุงรักษา เป็นที่ปรึกษาเกี่ยวกับเครื่องมืออุปกรณ์เครื่องจักร,1 อาคารกลาสเฮ้าส์ ชั้นที่ 12 ซอยสุขุมวิท 25 ถนนสุขุมวิท  แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
333 ,0105558091974,บจ.จีเวลเทค เซอร์วิสเซส จำกัด,5/6/2558," 2,000,000 ",ประกอบกิจการส่งออกเครื่องประดับกายทุกชนิด เช่น แหวน สร้อยคอ กำไล สร้อยข้อมือ,399 อาคารอินเตอร์เชนจ์ 21 ชั้นที่ 33 ถนนสุขุมวิท  แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
334 ,0105558090005,บจ.โนกามิ คอร์ปอเรชั่น (ไทยแลนด์) จำกัด,3/6/2558," 2,000,000 ",นำเข้า ส่งออก จำหน่ายในประเทศ สินค้าประเภทสี สารเคลือบ,75/18 อาคารโอเชี่ยนทาวเวอร์ 2 ชั้นที่ 16 ซอยสุขุมวิท 19 ถนนสุขุมวิท  แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
335 ,0105558103361,บจ.ไทย ไมล์สโตน จำกัด,25/6/2558," 2,000,000 ",นำเข้าส่งออกสินค้าอุปโภคและบริโภค เสื้อผ้า เครื่องนุ่งห่ม และอาหารทะเล,1108/31 ถนนสุขุมวิท  แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110
336 ,0105558100540,บจ.เฟิร์ส สโนว์ จำกัด,19/6/2558," 2,000,000 ",ประกอบกิจการจำหน่ายไอศครีมเกล็ดหิมะ,1300/33 ซอยสุขุมวิท50 ถนนสุขุมวิท  แขวงพระโขนง เขตคลองเตย กรุงเทพมหานคร 10110
337 ,0103558012991,หจ.การิม (2015),24/6/2558," 2,000,000 ",ประกอบกิจการค้าผ้า ผ้าทอจากใยสังเคราะห์เ ครื่องหนัง เครื่องประดับ เครื่องอุปโภคอื่น,167 ซอยสุขุมวิท 4  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110
338 ,0105558090536,บจ.ฮานา สเตชั่น จำกัด,3/6/2558," 2,000,000 ",ประกอบกิจการร้านขายเสื้อผ้า หมวก กระเป๋า,88 อาคารเทอมินอล 21 ห้อง 2080 ชั้น 2 ซอยสุขุมวิท 19 (วัฒนา) ถนนสุขุมวิท  แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
339 ,0105558090528,บจ.เมทริกซ์ เทคโนโลยี(ประเทศไทย) จำกัด,3/6/2558," 2,000,000 ",ประกอบกิจการค้าหรือเป็นผู้แทนจำหน่ายซอฟแวร์สำเร็จรูปและฮาร์ดแวร์พัสดุอุปกรณ์ระบบคอมพิวเตอร์,68/3 ซอยเอกมัย 4 (พาสนา2) ถนนสุขุมวิท  แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
340 ,0105558091052,บจ.เอ็มทีเอ็ม ซีแอ็นด์ที จำกัด,4/6/2558," 2,000,000 ","ขายปลีกขายส่งน็อตทุกชนิด ,แหวนรอง ,รีเวท ,สตัด ,พุก ,หมุดย้ำชนิดต่าง ,สกรูและยูโบลท์",29/10 ซอยเจริญมิตร  แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
341 ,0105558096321,บจ.ปาริสซิเน เท็กซ์ไทลส์ จำกัด,15/6/2558," 2,000,000 ",ค้าผ้า ด้าย เครื่องนุ่งห่ม เสื้อผ้าสำเร็จรูป เครื่องแต่งกาย ชุดชั้นใน เครื่องประดับกาย เครื่องสำอาง,582/6 ถนนสุขุมวิท 63 ซอยเอกมัย  แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
342 ,0105558091516,บจ.ทับทิม นำเข้าและส่งออก จำกัด,5/6/2558," 2,000,000 ",ประกอบการค้า การส่งออกของเล่น เสื้อผ้า และเครื่องอุปโภคบริโภค,399 อาคารอินเตอร์เชนจ ชั้นที่ 33 ถนนสุขุมวิท  แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
343 ,0105558104162,บจ.อควาไบค์ จำกัด,26/6/2558," 2,000,000 ",ซื้อ ขาย จักรยานที่ใช้สำหรับปั่นในน้ำ และบริการให้คำปรึกษา สอน แนะนำ ในการใช้จักรยานที่ใช้สำหรับปั่น,225 ซอยสุขุมวิท 4  แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110
344 ,0105558095082,บจ.บ้านสวัสดี ทีเอช จำกัด,11/6/2558," 2,000,000 ",ประกอบกิจการโรงแรม ภัตตาคาร ผับ บาร์ ไนท์คลับ คาราโอเกะ สถานบันเทิงต่างๆร้านอาหาร,50 ซอยสุขุมวิท 53  แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110
