นิติบุคคลจัดตั้งเดือนกรกฎาคม  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
410,0105558121971,บจ.บิกินี่ บีช จำกัด,27/7/2558," 2,000,000 ",ประกอบกิจการจำหน่ายนำเข้าส่งออก ชุดว่ายน้ำ หญิง ชาย,55 ซอยสุขุมวิท 97/1  แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260
411,0105558122233,บจ.มีสุข พร็อพเพอร์ตี้ เอเจ้นท์ จำกัด,27/7/2558," 2,000,000 ",กิจกรรมของตัวแทนและนายหน้าอสังหาริมทรัพย์โดยได้รับค่าตอบแทนหรือตามสัญญาจ้าง,1085/73 ซอยสุขุมวิท 101/1  แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260
412,0105558122331,บจ.อินดี้ คลาวด์ จำกัด,27/7/2558," 2,000,000 ",ธุรกิจบริการพัฒนา ออกแบบ และ ดำเนินการแก้ปัญหาโปรแกรมและซอฟต์แวร์สำหรับธุรกิจ SMEs,15 ซอยปุณณวิถี 39 ถนนสุขุมวิท 101  แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร 10260
413,0105558114699,บจ.สิงห์ พีเพิล ดีเวลลอปเม้นท์ จำกัด,14/7/2558," 2,000,000 ",ประกอบกิจการจัดสัมมนา จัดประชุม ฝึกอบรม ให้ความรู้ การศึกษา,1003 ถนนสามเสน  แขวงถนนนครไชยศรี เขตดุสิต กรุงเทพมหานคร 10300
414,0103558013823,หจ.จีเทนดร้า เทรดดิ้ง,2/7/2558," 2,000,000 ",ประกอบกิจการค้า ขายปลีก ขายส่ง เสื้อผ้าสำเร็จรูป,433 ซอยลาดพร้าว 94 (ปัญจมิตร)  แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310
415,0105558108010,บจ.อัล วาฮีด อาการ์ วู๊ด จำกัด,2/7/2558," 2,000,000 ",ผลิตและจำหน่ายเพื่อส่งออก ซึ่งน้ำมันหอมระเหย,600/98 ถนนริมคลองลาดพร้าว  แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310
416,0105558108125,บจ.อะคูเมน เอนจิเนียริ่ง (ประเทศไทย) จำกัด,2/7/2558," 2,000,000 ",ประกอบกิจการค้าเครื่องจักร เครื่องกล รวมทั้วอะไหล่และอุปกรณ์ของสินค้า,202 อาคารเลอ คองคอร์ด ห้อง 1205 ชั้น 12 ถนนรัชดาภิเษก  แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310
417,0105558114354,บจ.จี แร็กส์ 72 จำกัด,14/7/2558," 2,000,000 ",ประกอบกิจการขายเสื้อผ้าสำเร็จรูป กระเป๋า รองเท้า,340/57 ซอยลาดพร้าว 87 (จันทราสุข) ถนนลาดพร้าว  แขวงคลองเจ้าคุณสิงห์ เขตวังทองหลาง กรุงเทพมหานคร 10310
418,0105558115156,บจ.ดิจิตัล คอมเมอร์ซ เอเชีย จำกัด,15/7/2558," 2,000,000 ",ให้บริการเกี่ยวกับพาณิชย์อิเล็กทรอนิกส์,646 ชั้นที่ 4 ถนนประดิษฐ์มนูธรรม  แขวงคลองเจ้าคุณสิงห์ เขตวังทองหลาง กรุงเทพมหานคร 10310
419,0105558116268,บจ.ไอซี อินเตอร์เทรด จำกัด,16/7/2558," 2,000,000 ",ประกอบกิจการนำเข้าส่งออก เป็นตัวแทนจำหน่าย เครื่องจักรและอุปกรณ์สำหรับที่ใช้ในงานอุตสาหกรรม,600/18 หมู่บ้านบี แสควร์ พระราม 9-เหม๋งจ๋าย ซอยรามคำแหง 39 (เทพลีลา 1)  แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310
420,0105558116667,บจ.วาย ยูเนี่ยน จำกัด,16/7/2558," 2,000,000 ",ขายเครื่องสำอาง ครีมบำรุง ยาสีฟัน สบู่,41 ซอยลาดพร้าว 110 แยก 2  แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310
421,0105558116829,บจ.จีโอฮาร์เบอร์ (ไทยแลนด์) จำกัด,17/7/2558," 2,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพานิชย์ อาคารที่่ักอาศัย สถานที่ทำการ,184/69 อาคารฟอรั่มทาวเวอร์ ชั้นที่ 16 ถนนรัชดาภิเษก  แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310
422,0105558117493,บจ.กิลล์ซัน โกลบอล เทรดดิ้ง จำกัด,17/7/2558," 2,000,000 ",ประกอบกิจการค้า ผ้า ผ้าทอใยสังเคราะห์ ด้าย ด้ายยางยือ เส้นใยไนล่อน ใยสังเคราะห์ เส้นด้ายยืด,4/29 ซอยลาดพร้าว 47 (สะพาน 2)  แขวงสะพานสอง เขตวังทองหลาง กรุงเทพมหานคร 10310
