นิติบุคคลจัดตั้งเดือนกันยายน  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
"1,167",0105558145055,บจ.เอเอ็มเอ(ไทยแลนด์) จำกัด,7/9/2558," 1,000,000 ",บริการทางวิศวกรรม ทางสถาปัตยกรรม รวมทั้งที่ปรึกษาและตรวจสอบงานดังกล่าว,343/33 ถนนคลองลำเจียก  แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230,,
"1,168",0105558145365,บจ.มายจีนส์ จำกัด,8/9/2558," 1,000,000 ",ผลิต จำหน่าย น้ำยาสำเร็จรูป สำหรับใช้ตรวจในห้องปฏิบัติการของโรงพยาบาล น้ำยาใช้ทางการแพทย์,117/8 ซอยโชคชัย4 ซอย20 ถนนโชคชัย4  แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,,
"1,169",0105558145462,บจ.สุวิษา แฮปปี้โฮม จำกัด,8/9/2558," 1,000,000 ",ซื้อขายสินค้าอุปโภคที่ใช้ในบ้านได้แก่กลุ่มเครื่องครัวเครื่องแก้ว กิ๊บช๊อป ไฟฟ้า เครื่องเขียนเสื้อผ้า,7/114 ซอยสวนสยาม 24 (อมรพันธ์นคร 7) ถนนเสรีไทย  แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230,,
"1,170",0105558145586,บจ.ซิกซ์เอ็นไนน์ จำกัด,8/9/2558," 1,000,000 ",ร้านขายปลีกเครื่องสำอาง,25/10 ถนนกาญจนาภิเษก  แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230,,
"1,171",0105558145608,บจ.ยูนิค ยูนิฟิเคชั่น จำกัด,8/9/2558," 1,000,000 ",ประกอบกิจการสำนักพิมพ์ หนังสือ นิตยสาร นวนิยาย,58/24 ถนนเสนานิคม 1 (ม.เสนานิเวศน์โครงการ 1)  แขวงจรเข้บัว เขตลาดพร้าว กรุงเทพมหานคร 10230,,
"1,172",0105558145721,บจ.เล็ทส์เบค 9 จำกัด,8/9/2558," 1,000,000 ",การซื้อขายสินค้าหรือบริการโดยวิธีการใช้สื่ออิเล็กทรอนิคส์ผ่านระบบเครือข่ายอินเทอร์เน็ต,565 ซอยโชคชัย 4 ถนนโชคชัย 4  แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,,
"1,173",0105558145772,บจ.นิลมังกร ไพล์ลิ่ง กรุ๊ป จำกัด,8/9/2558," 1,000,000 ",ประกอบกิจการจำหน่ายไม้ทุกชนิด,109 ถนนเสรีไทย  แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230,,
"1,174",0105558145799,บจ.หัวไทร เพาเวอร์ จำกัด,8/9/2558," 1,000,000 ",ประกอบกิจการผลิตกระแสไฟฟ้า โดยใชพลังงานธรรมชาติหรืองพลังงานอื่นๆ,"34,36 ซอยรามอินทรา 56  แขวงรามอินทรา เขตคันนายาว กรุงเทพมหานคร 10230",,
"1,175",0105558145802,บจ.สเปซ แอนด์ คอร์เนอร์ จำกัด,8/9/2558," 1,000,000 ",ออกแบบและตกแต่งภายใน,17/36 ซอยโชคชัย 4 ซอย 8 ถนนโชคชัย 4  แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,,
"1,176",0105558146311,บจ.9 แบริ่งส์ (ประเทศไทย) จำกัด,9/9/2558," 1,000,000 ",ประกอบกิจการจำหน่ายนำเข้าและจำหน่าย ตลับลูกปืน คลังแห่งตลับลูกปืนทุกชนิด,35/94 ถนนประดิษฐ์มนูธรรม  แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230,,
"1,177",0105558146426,บจ.กราฟฟิก บุฟเฟ่ต์ จำกัด,9/9/2558," 1,000,000 ",ประกอบกิจการรับออกแบบผลิตภัณฑ์บรรจุภัณฑ์ทุกชนิด,199/86 ถนนนวลจันทร์  แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230,,
"1,178",0105558146531,บจ.สยามร่ำรวย จำกัด,9/9/2558," 1,000,000 ",ประกอบกิจการค้า ยา ยารักษาโรค เภสัชภัณฑ์ เครื่องสำอาง อุปกรณ์เครื่องมือและเครื่องเสริมความงาม,587 ห้องเลขที่ พี-4018 ถนนรามอินทรา  แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230,,
"1,179",0105558146809,บจ.แกร็บอะจ๊อบ จำกัด,9/9/2558," 1,000,000 ",จัดทำแอ๊ปพลิเคชั่นบนโทรศัพท์เคลื่อนที่,603/6 หมู่บ้านเดอะทรัสต์ซิตี้ ถนนนวลจันทร์  แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230,,
"1,180",0105558146841,บจ.คอนเวอร์เจนซ์ ไอทีเซอร์วิส จำกัด,9/9/2558," 1,000,000 ",ประกอบกิจการค้า อุปกรณ์ ฮาร์ดแวร์ ชุดคอมพิวเตอร์ อุปกรณ์ต่อพ่วง อุปกรณ์จัดเก็บข้อมูล,124 ซอยนวมินทร์163 แยก12-2  แขวงรามอินทรา เขตคันนายาว กรุงเทพมหานคร 10230,,
"1,181",0105558146850,บจ.เอส.อาร์.59 การ์ด จำกัด,9/9/2558," 1,000,000 ",ให้บริการรักษาความปลอดภัยให้แก่บุคคล คณะบุคคล นิติบุคคล ส่วนราชการและองค์กรของรัฐ,115/82 ซอยนวมินทร์ 163 แยก 15-10 ถนนนวมินทร์  แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230,,
"1,182",0105558146922,บจ.เซฟพลัส-อีควิปเมนท์ จำกัด,9/9/2558," 1,000,000 ",ประกอบกิจการขายอุปกรณ์ด้านความปลอดภัย,599/36 หมู่บ้านอารียา ถนนลาดปลาเค้า  แขวงจรเข้บัว เขตลาดพร้าว กรุงเทพมหานคร 10230,,
