นิติบุคคลจัดตั้งเดือนตุลาคม  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
"1,314",0105558163584,บจ.ไทร ครีเอชั่น อินเตอร์เนชั่นแนล จำกัด,9/10/2558," 1,000,000 ",ประกอบกิจการค้าเครื่องสำอาง อุปกรณ์เครื่องมือเครื่องใช้ เสริมความงาม,11 ซอยลาดพร้าววังหิน 75 ถนนลาดพร้าววังหิน  แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,,
"1,315",0105558164017,บจ.นุชิตยนตรการ จำกัด,9/10/2558," 1,000,000 ",ประกอบกิจการค้า เครื่องจักร แครื่องยนต์ เครื่องมือกล เครื่องทุ่นแรง ยานพาหนะ เครื่องกำเนิดไฟฟ้า,107 ซอยลาดพร้าววังหิน60 ถนนลาดพร้าววังหิน  แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,,
"1,316",0105558164165,บจ.1456ทรานสปอร์ต จำกัด,12/10/2558," 1,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้าและคนโดยสารทั้งทางบก ทางน้ำ ทางอากาศ ทั้งภายในประเทศและระหว่างประเทศ,181/184 ซอยนวลจันทร์ 32  แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230,,
"1,317",0105558164513,บจ.ฤกษ์ฤท วิศวกรรม จำกัด,12/10/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร สถานที่พัก โรงงาน สำนักงาน ท่าเรือ สะพาน,27/84 ถนนรัชดา-รามอินทรา  แขวงรามอินทรา เขตคันนายาว กรุงเทพมหานคร 10230,,
"1,318",0105558164661,บจ.เนเชอรอล พาย จำกัด,12/10/2558," 1,000,000 ",ประกอบกิจการการผลิตและจำหน่ายผลิตภัณฑ์ทำความสะอาดร่างกายทุกชนิด,9/289 ถนนกาญจนาภิเษก  แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230,,
"1,319",0105558164777,บจ.อะควาริโอ จำกัด,12/10/2558," 1,000,000 ",ประกอบกิจการให้บริการจัดทำโปรแกรมเว็บเพจ และเครือข่ายวัตถุประสงค์,77/545 ซอยประเสริฐมนูกิจ 29 แยก 2 ถนนประเสริฐมนูกิจ  แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,,
"1,320",0105558164874,บจ.สวิมมิ่ง คิดส์ เกษตร-นวมินทร์ จำกัด,13/10/2558," 1,000,000 ",ประกอบกิจการ โรงเรียนสอนด้านการกีฬาและนันทนาการ,218 ซอยประเสริฐมนูกิจ 29 ถนนประเสริฐมนูกิจ  แขวงจรเข้บัว เขตลาดพร้าว กรุงเทพมหานคร 10230,,
"1,321",0105558165056,บจ.บีเอ็มไอ ดีเวลลอปเมนท์ จำกัด,13/10/2558," 1,000,000 ",ประกอบกิจการงานเขียนแบบ งานวางโครงการ งานสำรวจและทำแผนที่และที่อื่นๆ ที่คล้ายกัน,129/30 ซอยนวมินทร์ 163  แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230,,
"1,322",0105558165439,บจ.เนเชอรัลเฟรมส์ จำกัด,13/10/2558," 1,000,000 ",ผลิตสินค้าจากธรรมชาติเพื่อความงาม,6 หมู่บ้านเรือนทอง 2 ซอยลาดพร้าววังหิน 34 ถนนลาดพร้าววังหิน  แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,,
"1,323",0105558165706,บจ.จี อี เอ็ม เอ็กซ์เพรส จำกัด,14/10/2558," 1,000,000 ",การเป็นนายหน้าหรือตัวแทนค้าต่าง ซึ่งทำการเกี่ยวกับสินค้าไม่ว่าอย่างใดๆอย่างเดียวหรือหลายอย่าง,602/51 หมู่บ้านอารี ถนนลาดปลาเค้า  แขวงจรเข้บัว เขตลาดพร้าว กรุงเทพมหานคร 10230,,
"1,324",0105558165714,บจ.พัดชา ดิจิตอล เทรดดิ้ง จำกัด,14/10/2558," 1,000,000 ",ประกอบกิจการ ขายปลีก-ขายส่งธุรกิจตู้หยอดเหรียญทุกชนิดทุกประเภท,18 ซอยสวนสยาม3  แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230,,
"1,325",0105558165854,บจ.ละมุนตา อาร์คิเทคส์ จำกัด,14/10/2558," 1,000,000 ",การก่อสร้างที่พักอาศัย,111/45 หมู่บ้านไซนิส บลอสซั่ม แอท แฟชั่น ถนนรัชดา-รามอินทรา  แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230,,
"1,326",0105558166109,บจ.บัส ฟอร์แคช จำกัด,14/10/2558," 1,000,000 ",ประกอบกิจการ รับซื้อ เช่าซื้อ ขาย รับขายฝาก โอน รับจำนอง แลกเปลี่ยน ที่ดินและอสังหาริมทรัพย์อื่น,48/180 ซอยประดิษฐ์มนูธรรม 19 ถนนประดิษฐ์มนูธรรม  แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพมหานคร 10230,,
"1,327",0105558166150,บจ.ไทยมิลค์ โปรดักส์ จำกัด,14/10/2558," 1,000,000 ",ประกอบกิจการค้าผลิตภัณฑ์นมข้นหรือนมผง อาหารสำเร็จรูป และเครื่องบริโภคอื่น,1 ซอยรามอินทรา 42/1 แยก 1 ถนนรามอินทรา  แขวงรามอินทรา เขตคันนายาว กรุงเทพมหานคร 10230,,
