นิติบุคคลจัดตั้งเดือนพฤศจิกายน  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
399,0105558183631,บจ.สำนักงานกฏหมายสมบัติ จำกัด,19/11/2558," 2,000,000 ",ให้บริการทางด้านกฏหมาย,12/5 ซอยลาดพร้าว 122 (มหาดไทย 1)  แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310,,
400,0105558183917,บจ.ตะวันนา เน็ท จำกัด,19/11/2558," 2,000,000 ",ให้บริการวางแผนการผลิตและจัดการเนื่้อหาบนอินเทอร์เน็ต (พัฒนาระบบซอฟต์แวร์คอมพิวเตอร์),98 ห้องเลขที่ 106 ซอยสบายใจ  แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร 10310,,
401,0105558183984,บจ.ไทยเจริญสุข จำกัด,19/11/2558," 2,000,000 ",ให้บริการ บัตรโทรศัพท์ ซิมการ์ด บัตรเติมเงิน,"110/9 อาคารไพรเวท รีสอร์ท ชั้นที่ 1 ห้องเลขที่ 103,104 ซอยไพศาล  แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310",,
402,0105558184131,บจ.อิกนิส จำกัด,20/11/2558," 2,000,000 ",ประกอบกิจการจำหน่าย นำเข้า แว่นตา เลนส์แว่นตา กระจกสำหรับใช้ผลิตแว่นตา กรอบแว่นตาอุปกรณ์ต่างๆ,21/56 ห้องเลขที่ C20 (RCA Block C) ซอยศูนย์วิจัย ถนนพระราม 9  แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310,,
403,0105558184506,บจ.โรเวอร์โค พร็อพเพอร์ตี้ อินเตอร์เนชั่นแนล จำกัด,20/11/2558," 2,000,000 ",ประกอบกิจเกี่ยวกับการจัดการอสังหาริมทรัพย์ รับเป็นตัวแทนขายอสังหาริมทรัพย์,3 ซอยลาดพร้าว 52 (นิเวศน์2)  แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310,,
404,0105558184557,บจ.ออร์คิด คอนเทนเนอร์ ไลน์ (ประเทศไทย) จำกัด,20/11/2558," 2,000,000 ",ประกอบกิจการขนส่งสินค้า,719 อาคารเคพีเอ็น ทาวเวอร์ ชั้นที่ 11 ถนนพระราม 9  แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310,,
405,0105558184808,บจ.วาฟท์ มี สาขารามอินทรา จำกัด,23/11/2558," 2,000,000 ",ประกอบกิจการร้านอาหาร ร้านกาแฟ เครื่องดื่ม สุรา เบียร์ ผับ บาร์เบียร์ สินค้าบริโภคทุกชนิด จัดส่งสินค,288/1 ถนนประดิษฐ์มนูธรรม  แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310,,
406,0105558185821,บจ.เอ็น แอนด์ เจ ไลฟ์ ซัพพอร์ท จำกัด,24/11/2558," 2,000,000 ",ประกอบกิจการนำเข้า ส่งออก ขายปลีก ขายส่ง เครื่องมือหรืออุปกรณ์ปฐมพยาบาล,90/1 ซอยลาดพร้าว 124 (สวัสดิการ)  แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร 10310,,
407,0105558186185,บจ.ฟีซิ่งซู เทรด จำกัด,24/11/2558," 2,000,000 ",ประกอบกิจการนำเข้า ส่งออกอาหาร,249/1 ซอยลาดพร้าว 87 (จันทราสุข)  แขวงคลองเจ้าคุณสิงห์ เขตวังทองหลาง กรุงเทพมหานคร 10310,,
408,0105558186606,บจ.ตั้ง จิน เฮง จำกัด,25/11/2558," 2,000,000 ",จำหน่ายทองรูปพรรณ ขายฝาก รับจำนำ ผลิต ออกแบบทอง,1811/144 ถนนเพชรบุรีตัดใหม่  แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310,,
409,0105558187432,บจ.เอ แอนด์ เอส เรสเทอรองท์ จำกัด,26/11/2558," 2,000,000 ",ให้บริการ ขายอาหาร และเครื่องดื่มต่างๆ,242/25 ซอยลาดพร้าว112 เอี่ยมสมบูรณ์  แขวงพลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310,,
410,0105558188137,บจ.ติ่งฟง จำกัด,27/11/2558," 2,000,000 ",ขายปลีกเครื่องสำอาง ครีมบำรุงผิว โลชั่น ยาสีฟัน สบู่ ผลิตภัณฑ์สปา,635 ซอย20 มิถุนา 11  แขวงห้วยขวาง เขตห้วยขวาง กรุงเทพมหานคร 10310,,
411,0105558175558,บจ.เจ อินเตอร์เนชั่นแนล (ประเทศไทย) จำกัด,3/11/2558," 2,000,000 ",ประกอบกิจการผลิต ขายส่งขายปลีกนำเข้าและส่งออกวัตถุดิบอาหารและผลิตภัณฑ์อาหารสำเร็จรูป,1025/10-11 ชั้นที่ 1บี ถนนเพลินจิต  แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,,
412,0105558182619,บจ.ซุเพิร์บ โปรดักชั่น (ประเทศไทย) จำกัด,17/11/2558," 2,000,000 ",ประกอบกิจการผลิตสื่อสามมิติ ออกแบบกราฟฟิก โปรแกมคอมพิวเตอร์ รวมทั้งให้คำปรึกษาเกี่ยวกับกิจการดังกล่า,25 อาคารอัลม่า ลิงค์ ชั้นที่ 18 ซอยชิดลม ถนนเพลินจิต  แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330,,
