นิติบุคคลจัดตั้งเดือนพฤษภาคม  2558,,,,,,
ทั่วประเทศ,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่
"1,342",0105558085893,บจ.เวิร์คทูบี ครีเอชั่น จำกัด,25/5/2558," 1,000,000 ",การดำเนินงานกิจกรรมทุกประเภทที่เกี่ยวข้องกับนันทนาการต่างๆ,20/37 ซอยเลียบคลองสอง 27  แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510
"1,343",0105558086032,บจ.ซูเลียน ทรัพย์เมืองมีน เอเยนซี่ จำกัด,25/5/2558," 1,000,000 ",ประกอบกิจการค้า อาหารเสริมสำเร็จรูป แะเครื่องบริโภค เครื่องอุปโภคอื่นทุกชนิด,"52,54 หมู่ที่ 13 ถนนสีหบุรานุกิจ  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510"
"1,344",0105558086296,บจ.แสงศิลา เอ็นจิเนียริ่ง เซอร์วิส แอนด์ ซัพพลาย จำกัด,26/5/2558," 1,000,000 ",ประกอบกิจการจำหน่าย อุปกรณ์ป้องกันความปลอดภัย ทุกชนิด ทุกประเภท,74/428 ซอยรามคำแหง 180 ถนนรามคำแหง  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
"1,345",0105558087012,บจ.แอร์บ้าน บุญทวี เซอร์วิส จำกัด,27/5/2558," 1,000,000 ",ประกอบกิจการจำหน่ายและผลิต รวมทั้งรับจ้าง ซ่อมแซมบำรุงรักษาวัสดุอุปกรณ์ไฟฟ้าควบคุมในครัวเรือน,808 ถนนสุเหร่าคลองหนึ่ง  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,346",0105558087071,บจ.มาสเตอร์ พีซ เนมเพลท จำกัด,27/5/2558," 1,000,000 ",ผลิตอุปกรณ์ชิ้นส่วนอิเล็คทรอนิกส์ ป้าย งานแกะสลัก กลึง ลงในวัสดุทุกชนิด ด้วยเลเซอร์,39/477 ซอยสุขาภิบาล 5 ซอย 82  แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510
"1,347",0105558087225,บจ.นาวิเดค จำกัด,27/5/2558," 1,000,000 ",รับเหมาก่อสร้างและตกแต่งภายใน,21 ซอยสามวา 5  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
"1,348",0105558087284,บจ.เฮลตี้ แคร์ ฟู๊ด จำกัด,27/5/2558," 1,000,000 ",จำหน่ายผลิตภัณฑ์อาหารเสริมเพื่อสุขภาพทุกชนิด,42/65 ซอยนิมิตใหม่ 6/1  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
"1,349",0105558087365,บจ.สุขไพศาล คอนซัลแตนท์ จำกัด,27/5/2558," 1,000,000 ",ให้บริการที่ปรึกษาเรื่องการกู้เงิน และเรื่องเกี่ยวกับการเงินทุกด้าน,302/167 ถนนเลียบคลองสอง  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,350",0105558087837,บจ.ฤชายุส ฮาร์ดแวร์ จำกัด,28/5/2558," 1,000,000 ",ขายวัสดุก่อสร้าง,40/37 ซอยเลียบคลองสอง 24 ถนนเลียบคลองสอง  แขวงบางชัน เขตคลองสามวา กรุงเทพมหานคร 10510
"1,351",0105558088086,บจ.ชาลีการาจ(2005) จำกัด,28/5/2558," 1,000,000 ",ประกอบกิจการอู่ซ่อมแซมบำรุงรักษารถยนต์รถจักรยานยนต์และยานพาหนะอื่นๆ,79/1 ถนนร่มเกล้า  แขวงแสนแสบ เขตมีนบุรี กรุงเทพมหานคร 10510
"1,352",0105558088221,บจ.แอพ ออแกไนเซอร์ จำกัด,28/5/2558," 1,000,000 ",ประกอบการจำหน่าย ผลิต รับจ้าง ซ่อมแซมบำรุงรักษา วัสดุอุปกรณ์ไฟฟ้าควบคุมในโรงงาน,80/32 ซอยรามอินทรา 127 แยก 1  แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510
"1,353",0105558088353,บจ.459 คอนสทรัคชั่น จำกัด,29/5/2558," 1,000,000 ",รับเหมาก่อสร้าง อาคาร อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ ถนน สะพาน เขื่อน  อุโมงค์ งานโยธา,7/978 ซอยเลียบคลองสอง 19  แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510
"1,354",0103558009834,หจ.คลังแสงเทพ ทรานสปอร์ต,8/5/2558," 1,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้าและคนโดยสารทั้งทางบก ทางน้ำ ทางอากาศทั้งภายในและต่างประเทศ,1/2 ซอยไอ ซี ดี 10  แขวงคลองสามประเวศ เขตลาดกระบัง กรุงเทพมหานคร 10520
