นิติบุคคลจัดตั้งเดือนสิงหาคม  2558,,,,,,,,
ทั่วประเทศ,,,,,,,,
ที่,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
603,0105558140347,บจ.เอเจเอ็ม คอนซัลติ้ง จำกัด,28/8/2558," 1,000,000 ",บริการรับเป็นที่ปรึกษาด้านการรักษาความปลอดภัยในระบบโรงงาน และสถานประกอบการทั่วไป,376/91 ถนนพระรามที่ 3  แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120,,
604,0105558140355,บจ.โครโนสเทรดดิ้ง จำกัด,28/8/2558," 1,000,000 ",ประกอบกิจการค้า นำเข้าและส่งออกสินค้าอุปโภคและบริโภคทุกชนิดทุกประเภท,507/134 ถนนสาธุประดิษฐ์  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120,,
605,0105558140801,บจ.อัพ ฟาร์ม จำกัด,31/8/2558," 1,000,000 ",ประกอบกิจการฟาร์มเห็ด,42/537 หมู่บ้านเค.ซี.การ์เด้นโฮม ซอยนิมิตใหม่ 40  แขวงสามวาตะวันออก เขตคลองสามวา กรุงเทพมหานคร 10120,,
606,0105558140860,บจ.ทีเอชซี พลาสติก อินดัสทรี จำกัด,31/8/2558," 1,000,000 ",ประกอบกิจการผลิตเม็ดพลาสติก,498/21 ถนนพระราม 3  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120,,
607,0105558140908,บจ.ฟูลเบลลีย์ จำกัด,31/8/2558," 1,000,000 ",ประกอบกิจการจำหน่ายอาหารทุกประเภทและเครื่องดื่ม,273/28 ถนนสาธุประดิษฐ์  แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120,,
608,0105558141131,บจ.อินคัม โปรดักชั่น แอนด์ ดีไซน์ จำกัด,31/8/2558," 1,000,000 ",ประกอบธุรกิจออกแบบ จัดอบรม สัมมนา บริการให้คำปรึกษาให้กับบุคคลและองค์กร ฯ,6 ซอยสาธุประดิษฐ์ 20  แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120,,
609,0103558016172,หจ.นันทวิศว์ 2509,6/8/2558," 1,000,000 ",ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ ถนน สะพาน เขื่อน,40 ซอยสุขสวัสดิ์ 52/2  แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140,,
610,0103558016288,หจ.เอ็มเอส อินดัสทรี้แอนด์ซัพพลาย,7/8/2558," 1,000,000 ",ประกอบกิจการรับจ้างแปรรูปโลหะทุกประเภทโดยวิธีต่างๆเช่น ตัด พับ กลึง หล่อหลอม และตัวแทนผลิตโลหะภัณฑ์,555/175 ถนนประชาอุทิศ  แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร 10140,,
611,0103558016610,หจ.เพ็ญนา แม๊กซ์ บีฟ,14/8/2558," 1,000,000 ",ประกอบกิจการ จำหน่ายเนื้อสัตว์ชำแหละ เนื้อสัตว์แช่แข็ง,59 ซอยประชาอุทิศ 54แยก9  แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร 10140,,
612,0103558017519,หจ.ธนภัทร ทรานสปอร์ต แอนด์ เซอร์วิส,25/8/2558," 1,000,000 ",ประกอบกิจการขนส่งและขนถ่ายสินค้าและคนโดยสารทั้งทางบก ทางน้ำ ทางอากาศ ทั้งภายในประเทศและระหว่างประเทศ,578 ถนนราษฎร์บูรณะ  แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140,,
613,0103558017764,หจ.วี.เอ็น.เอ. ซีเคียวริตี้ โซลูชั่น,28/8/2558," 1,000,000 ",กิจกรรมให้คำปรึกษาทางด้านฮาร์ดแวร์,85/638 หมู่บ้านวิเศษสุขนคร ซอยประชาอุทิศ 79 ถนนประชาอุทิศ  แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพมหานคร 10140,,
614,0103558017802,หจ.เอเอ็ม.เอซีซี,28/8/2558," 1,000,000 ",ประกอบกิจการรับทำบัญชี ตรวจสอบบัญชี และให้คำปรึกษาเกี่ยวกับภาษีอากร และระบบงานบัญชี,98/657 ซอยประชาอุทิศ 33 แยก 7 ถนนประชาอุทิศ  แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140,,
615,0105558124945,บจ.เอ็นเคเอส เทเลคอม แอนด์ คอนสตรัคชั่น จำกัด,3/8/2558," 1,000,000 ",ประกอบกิจการงานสำรวจ ออกแบบโครงข่ายเคเบิลใยแก้วนำแสงและก่อสร้าง,243 ซอยประชาอุทิศ 19  แขวงบางมด เขตทุ่งครุ กรุงเทพมหานคร 10140,,
616,0105558125062,บจ.เจ.เอ็น.พี. เทรดดิ้ง แอนด์ คอร์ปอเรชั่น จำกัด,3/8/2558," 1,000,000 ",นำเข้าส่งออก สินค้าระหว่างประเทศ จำพวกวัสดุ ก่อสร้าง แร่ต่างๆ,598 ถนนราษฎร์บูรณะ  แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140,,
